TIMESTAMP,RECORD,DCS_Model,DCS_Serial,DCS_ABSSpd_Avg,DCS_Direction_Avg,DCS_NorthCur_Avg,DCS_EastCur_Avg,DCS_Heading_Avg,DCS_TiltX_Avg,DCS_TiltY_Avg,DCS_SPstd_Avg,DCS_SigStrength_Avg,DCS_PingCnt_Avg,DCS_AbsTilt_Avg,DCS_MaxTilt_Avg,DCS_StdTilt_Avg
2018-10-17 10:50:00,77358,420,720,5.268775,248.9689,-1.665213,-4.651199,66.62476,5.138872,0,-1.680166,4.540639,-23.26261,100,5.489415,7.156943
2018-10-17 11:00:00,77359,420,720,3.433036,229.1776,-2.259256,-2.57552,104.7377,5.847768,-1.019312,4.177791,-23.04978,100,6.798006,9.36998,1.335689
2018-10-17 11:10:00,77360,420,720,2.846388,270.8396,0.02302578,-2.731952,122.8808,7.935587,-0.2557654,4.086501,-23.13173,100,8.83973,10.71969,1.006445
2018-10-17 11:20:00,77361,420,720,3.380147,209.2688,-2.670092,-1.621218,127.4743,8.216382,-4.43285,4.326933,-23.03559,100,9.33808,11.32612,1.256046
2018-10-17 11:30:00,77362,420,720,4.037626,168.103,-1.284705,-1.487221,122.2362,6.662553,-2.445839,2.38093,-9.307454,38.26825,53.76876,8.212036,4.531692
2018-10-17 11:40:00,77363,420,720,2.211533,25.89717,1.865644,0.9918464,136.2622,8.809302,-4,0.5529004,4.537478,-23.37083,100,9.921239,12.00048
2018-10-17 11:50:00,77364,420,720,2.033321,60.45893,0.6067899,1.7404,130.7358,9.881649,0.4350834,2.683768,-9.749689,38.27462,55.85608,11.94566,7.656716
2018-10-17 12:00:00,77365,420,720,4.3182,50.601,2.780017,3.300686,134.489,10.9851,-5.5,0.300217,4.120359,-24.07623,100,12.41822,14.90624
2018-10-17 12:10:00,77366,420,720,5.636046,105.3014,-1.496102,5.430619,142.8772,12.22611,0.9592099,2.621699,-9.480557,38.12135,57.9101,15.91495,8.164709
2018-10-17 12:20:00,77367,420,720,6.235437,100.1961,-1.00614,6.069091,143.9574,13.20446,7.443177,4.818503,-23.86197,100,15.14307,19.79536,2.974496
2018-10-17 12:30:00,77368,420,720,7.263751,102.5011,-1.090355,6.587776,137.7805,10.45782,-6,0.523887,4.277877,-24.24332,100,12.31221,13.5547
2018-10-17 12:40:00,77369,420,720,12.13589,116.5517,-5.339355,10.88259,142.9204,13.38717,8.031531,4.585514,-24.30236,100,15.58084,16.90729,0.9508333
2018-10-17 12:50:00,77370,420,720,13.02064,114.573,-5.451242,11.79987,146.9773,14.08912,0.5423302,2.068292,-9.883457,37.87889,58.53649,16.76351,8.576652
2018-10-17 13:00:00,77371,420,720,14.41409,115.5922,-6.221903,12.95977,152.1755,15.17288,0.323278,2.366192,-9.57375,38.46542,59.12238,18.64187,9.758489
2018-10-17 13:10:00,77372,420,720,16.3389,107.6558,-5.006642,15.53668,137.5393,12.61337,8.242201,4.109555,-22.73715,100,15.03335,15.25011,0.2142675
2018-10-17 13:20:00,77373,420,720,20.3248,110.486,-7.138446,19.02416,139.9613,6.663013,4.463873,-2.030592,-8.963889,38.09862,57.18385,15.41298,8.863616
2018-10-17 13:30:00,77374,420,720,15.85987,108.475,-4.954758,15.05312,140.6202,12.37792,-0.1975665,2.43304,-10.69932,38.65829,56.56,14.90596,9.476134
2018-10-17 13:40:00,77375,420,720,12.94854,97.94002,-1.938261,12.76116,131.9114,10.24367,-6,0.8915349,3.918348,-22.49563,100,12.32745,13.03393
2018-10-17 13:50:00,77376,420,720,21.98812,106.3298,-7.231265,20.20786,143.2602,13.06055,1.192903,2.229759,-8.940661,38.72871,58.87806,15.83057,7.018251
2018-10-17 14:00:00,77377,420,720,19.17044,110.1786,-6.767638,17.81202,145.2669,14.0633,9.666411,4.591804,-22.00771,100,17.01935,17.58014,0.367489
2018-10-17 14:10:00,77378,420,720,23.13755,117.6366,-10.78641,20.37018,150.3171,14.71502,1.24683,2.331794,-9.03314,39.40933,59.95225,18.11025,8.446883
2018-10-17 14:20:00,77379,420,720,20.33369,122.7674,-10.80281,17.07819,155.8855,15.82567,4.353432,2.906955,-8.103277,39.92952,58.80614,19.45922,11.17002
2018-10-17 14:30:00,77380,420,720,19.26502,103.0597,-4.355527,18.57528,130.4583,11.43759,-0.6063185,2.015736,-7.966644,39.67141,56.26258,14.28821,8.146865
2018-10-17 14:40:00,77381,420,720,15.44888,96.83447,-1.77625,15.24269,136.3014,10.76719,-7.62903,2.256886,-8.21682,39.07362,56.78289,13.67461,7.183486
2018-10-17 14:50:00,77382,420,720,16.19512,105.3343,-4.885643,15.29956,139.6166,12.741,9.02104,4.067476,-20.90551,100,15.57192,17.2706,0.9537621
2018-10-17 15:00:00,77383,420,720,19.80598,103.3296,-4.573746,19.27054,131.3037,10.3578,0.3894911,2.500779,-7.961237,40.15009,56.45787,13.28226,7.049034
2018-10-17 15:10:00,77384,420,720,16.72299,90.63763,-0.3561365,16.61504,121.7746,9.062838,0.6847059,2.703076,-7.493975,40.59249,56.03961,12.21977,6.077103
2018-10-17 15:20:00,77385,420,720,18.2114,92.83,-1.922987,17.15775,119.3691,9.68511,1.207163,419831.3,-7.547411,40.36288,57.17191,13.26115,5.91375
2018-10-17 15:30:00,77386,420,720,22.18926,113.3018,-8.711603,20.32612,146.3592,12.95338,0.6012301,2.187547,-7.290413,40.14516,58.49231,16.56807,8.314285
2018-10-17 15:40:00,77387,420,720,20.31784,101.0309,-3.987713,19.8922,131.3523,9.899549,0.6402134,2.432167,-7.47874,40.11102,57.01015,13.12899,7.584688
2018-10-17 15:50:00,77388,420,720,16.18835,83.0666,2.017753,15.89184,125.8211,8.231052,-0.2246044,4.186481,-20.97721,100,10.72821,11.59927,0.6426203
2018-10-17 16:00:00,77389,420,720,14.46175,80.64673,2.457388,14.13111,116.9646,7.256372,-5.5,424275.1,4.365506,-22.3959,100,9.437103,9.686561
2018-10-17 16:10:00,77390,420,720,14.03426,68.51693,5.139273,13.05931,107.9049,6.256714,-5,183801.2,4.387361,-21.20111,100,8.268486,8.787106
2018-10-17 16:20:00,77391,420,720,16.50632,75.85123,4.025566,15.97535,116.7306,6.600421,-4.5,0.8050715,4.263334,-21.67335,100,8.464014,8.933416
2018-10-17 16:30:00,77392,420,720,13.44019,79.94031,2.382564,13.19051,121.8827,8.321139,-6,345009.5,4.339774,-22.13667,100,10.47536,11.28249
2018-10-17 16:40:00,77393,420,720,16.46578,95.66637,-1.61118,16.36711,130.9382,9.792175,7.500958,4.290483,-22.32109,100,12.31503,12.77992,0.3690687
2018-10-17 16:50:00,77394,420,720,13.63985,87.32774,0.02912557,13.10955,127.3203,8.760315,1.592454,22079.69,-9.008734,37.51176,56.69683,11.2771,4.839005
2018-10-17 17:00:00,77395,420,720,14.49635,91.37807,-0.3467546,14.4911,125.2097,9.234803,0.9794731,2.636037,-9.233915,38.41063,56.3397,12.08071,6.14384
2018-10-17 17:10:00,77396,420,720,13.62657,76.89741,2.619443,13.00058,105.2202,7.477427,1.336339,2.334763,-9.812559,38.22783,55.61554,9.52732,3.982459
2018-10-17 17:20:00,77397,420,720,9.331635,71.80125,2.979091,8.835497,116.7686,6.165534,-4,461262,4.1464,-24.26558,100,7.645914,8.148397
2018-10-17 17:30:00,77398,420,720,10.15607,57.61224,5.392932,8.48965,116.4722,6.029384,-4,107898.8,4.29555,-24.222,100,7.458707,7.890362
2018-10-17 17:40:00,77399,420,720,7.846285,61.5561,3.757582,6.875222,105.599,5.590697,-3.5,138678.9,3.933196,-25.59871,100,6.872907,7.158836
2018-10-17 17:50:00,77400,420,720,6.166327,48.62663,4.112164,4.379272,84.91637,4.257487,-3,0.3007865,4.06395,-24.59332,100,5.386374,5.677249
2018-10-17 18:00:00,77401,420,720,5.013865,58.49397,2.707151,4.124804,103.5111,3.793525,-2,918407.4,4.048185,-25.10206,100,4.787116,5.200483
2018-10-17 18:10:00,77402,420,720,2.266815,73.26915,0.4280002,2.151396,117.085,3.300198,-2,411505.4,4.027211,-25.17197,100,4.331948,4.484416
2018-10-17 18:20:00,77403,420,720,2.966017,196.6489,2.138756,-0.1289685,129.3049,3.256796,0.3256135,2.600004,-10.75513,37.42031,52.23154,4.260282,2.088931
2018-10-17 18:30:00,77404,420,720,2.170089,126.4091,-1.180608,-1.360775,184.1241,2.955121,-2.347065,2.592786,-10.91884,37.13406,52.01507,4.074309,2.091159
2018-10-17 18:40:00,77405,420,720,8.63301,238.0624,-4.558249,-7.324523,214.3215,4.534184,-3.234782,3.961523,-24.74793,100,5.570214,5.880329,0.1535323
2018-10-17 18:50:00,77406,420,720,12.22739,232.6096,-7.459974,-9.667157,226.4298,5.474936,-0.06918645,4.44995,-26.6934,100,6.648962,7.167075,0.2481122
2018-10-17 19:00:00,77407,420,720,12.36824,234.243,-7.170296,-10.05188,226.7566,10.00554,1.230757,4.254794,-27.27414,100,12.13962,12.59848,0.3581802
